trip_date,trip_hour,trip_weekday,total_trips,active_taxis,total_revenue,total_fare,total_tips,total_tolls,total_extras,total_trip_seconds,total_trip_miles
2026-01-02,9,4,578,410,13267.76,11716.02,804.99,2.01,595.74,475684,3004.57
2026-01-02,10,4,682,483,15057.77,12876.10,1133.30,14.00,874.37,613874,3863.53
2026-01-02,11,4,775,528,17353.51,14620.85,1228.26,15.65,1311.75,743878,4538.49
2026-01-02,12,4,836,548,20544.13,17355.03,1506.75,30.51,1433.34,799957,4742.98
2026-01-02,13,4,818,562,20478.35,17385.96,1507.01,13.00,1383.38,806896,4711.61
2026-01-02,14,4,876,627,20909.60,17236.40,1949.78,11.91,1501.01,949833,5270.66
2026-01-02,15,4,912,662,26233.80,22364.82,2037.49,22.00,1586.49,1078556,5528.64
2026-01-02,16,4,916,662,24903.65,20690.21,2019.49,34.80,1914.65,1043963,5385.02
2026-01-02,17,4,973,699,25477.64,20279.57,2588.56,36.01,2264.50,1129202,6190.27
2026-01-02,18,4,791,585,19312.23,15437.22,1797.76,9.00,1830.75,793575,4567.22
2026-01-02,19,4,706,571,21036.88,16295.27,2171.98,25.65,2345.48,738825,5290.63
2026-01-02,20,4,571,475,19382.23,14956.51,2117.00,17.40,2128.82,615500,4776.69
2026-01-02,21,4,486,391,15940.56,12686.53,1539.53,7.00,1573.50,501872,3932.64
2026-01-02,22,4,385,332,12576.24,10042.90,1213.94,9.50,1202.90,383534,3137.46
2026-01-02,23,4,242,209,7584.06,5965.95,787.44,4.00,764.67,231522,1903.99
2026-01-03,0,5,182,155,6109.81,4657.17,648.25,9.40,745.49,172352,1472.9
2026-01-03,1,5,136,122,4402.58,3453.69,441.99,10.50,465.40,129213,1092.32
2026-01-03,2,5,80,66,2373.84,1933.90,186.44,16.00,222.50,66838,525.21
2026-01-03,3,5,65,50,1783.51,1467.02,158.99,0.00,143.00,40446,374.97
2026-01-03,4,5,50,43,1569.31,1454.13,90.18,2.00,17.00,46561,489.93
2026-01-03,5,5,83,67,3454.70,2871.40,296.30,0.00,270.50,103694,996.26
2026-01-03,6,5,132,106,4373.24,3560.08,386.80,7.50,383.36,139826,1234.15
2026-01-03,7,5,182,150,5033.23,4265.07,463.51,6.90,256.25,162466,1420.22
2026-01-03,8,5,271,212,7393.08,6251.09,578.75,0.95,498.29,252510,2128.9
2026-01-03,9,5,411,311,13115.42,11241.06,919.46,13.00,833.40,415812,3104.15
2026-01-03,10,5,543,382,12959.84,10807.92,1082.91,15.25,919.26,493084,3370.1
2026-01-03,11,5,579,430,14783.03,12193.52,1342.56,4.95,1085.00,572266,3989.45
2026-01-03,12,5,721,516,18295.20,15230.89,1562.01,11.90,1292.40,700002,4498.65
2026-01-03,13,5,694,537,18123.33,14727.31,1669.94,2.95,1540.13,721375,4670.01
2026-01-03,14,5,775,592,21546.25,17899.08,1842.62,19.50,1584.05,851943,5682.13
2026-01-03,15,5,754,566,20489.32,16847.49,1762.28,35.65,1632.90,889224,5192.76
2026-01-03,16,5,744,532,17733.98,14649.78,1477.97,26.65,1375.58,794009,4414.81
2026-01-03,17,5,885,610,22891.49,18514.17,2165.15,15.71,1899.96,1034066,5596.48
2026-01-03,18,5,799,560,21398.01,16909.74,2164.72,22.75,2036.35,858605,5063.54
2026-01-03,19,5,715,513,19265.67,15266.39,1990.03,11.01,1754.79,730013,4884.25
2026-01-03,20,5,634,491,21511.34,16450.64,2297.05,29.90,2541.75,692152,5356.16
2026-01-03,21,5,485,396,16019.23,12552.61,1567.12,4.00,1748.00,509097,4032.92
2026-01-03,22,5,381,320,13049.36,10304.56,1362.30,16.00,1256.50,394306,3310.22
2026-01-03,23,5,285,228,8645.85,6799.54,944.65,2.01,829.65,266485,2115.51
2026-01-04,0,6,201,160,6335.18,4852.22,623.39,10.00,796.57,192049,1625.12
2026-01-04,1,6,172,142,5867.60,4409.83,611.18,2.00,801.09,167196,1476.69
2026-01-04,2,6,120,93,3419.82,2720.59,311.81,0.00,360.42,100315,842.11
2026-01-04,3,6,80,61,2706.15,2191.72,214.93,1.00,283.50,62989,618.03
2026-01-04,4,6,73,64,2044.44,1818.90,135.04,1.00,78.00,63285,530.1
2026-01-04,5,6,87,77,3448.24,2856.46,332.48,6.00,229.30,99794,900.85
2026-01-04,6,6,123,100,4388.61,3784.05,349.66,1.50,224.40,129428,1222.26
2026-01-04,7,6,187,151,6050.03,5243.20,492.33,9.00,261.00,188819,1725.65
2026-01-04,8,6,266,207,8013.46,6928.62,555.72,3.00,470.62,255633,2413.11
2026-01-04,9,6,397,305,11457.84,9684.68,818.16,14.00,851.00,390496,3210.84
2026-01-04,10,6,515,379,14875.25,12188.96,1123.69,9.85,1426.25,485325,3793.28
2026-01-04,11,6,560,426,18578.90,15675.52,1413.58,34.50,1305.80,582085,4245.97
2026-01-04,12,6,672,497,19757.46,15828.58,1726.43,25.50,1972.45,694477,4997.44
2026-01-04,13,6,719,547,21891.41,18002.80,1858.99,15.00,1821.62,830450,5488.63
2026-01-04,14,6,762,576,22161.97,17962.40,2096.27,27.00,1852.80,916801,5361.3
2026-01-04,15,6,731,564,21833.92,17436.40,2064.47,44.90,2078.15,874706,5437.29
2026-01-04,16,6,630,489,19462.86,15385.86,1934.40,28.40,1930.70,693718,4968.2
2026-01-04,17,6,695,546,23421.02,18006.71,2281.95,48.30,2882.56,789567,5735.69
2026-01-04,18,6,651,511,23222.87,17936.78,2448.49,38.50,2593.60,735696,5530.6
2026-01-04,19,6,729,571,26699.68,20647.34,2820.40,30.22,2962.22,822964,5960.22
2026-01-04,20,6,665,547,26234.08,20041.66,2909.21,59.00,3012.71,819646,6776.37
2026-01-04,21,6,485,402,18461.54,14158.82,2051.27,12.20,2093.75,553032,4633.03
2026-01-04,22,6,301,261,11715.02,9263.12,1199.03,17.51,1155.36,353470,3072.96
2026-01-04,23,6,259,233,10645.85,8284.46,1168.29,9.20,1107.90,305634,2873.75
2026-01-05,0,0,179,167,8257.03,6202.47,882.18,16.00,1112.88,223593,2265.83
2026-01-05,1,0,134,124,5565.31,4054.56,638.13,13.00,827.12,143974,1416.64
2026-01-05,2,0,97,82,4287.47,3344.67,345.30,5.00,574.00,113458,1153.9
2026-01-05,3,0,63,55,2690.46,2277.30,173.16,5.00,226.50,66874,678.55
2026-01-05,4,0,73,61,3333.40,2910.19,195.21,0.00,218.50,87807,976.02
2026-01-05,5,0,163,134,6018.98,5178.52,446.46,9.00,340.50,183843,1779.37
2026-01-05,6,0,352,243,8525.20,7373.01,747.69,6.00,298.50,313934,2249.16
2026-01-05,7,0,648,399,13025.79,11464.66,914.88,16.75,444.00,555123,3282.3
2026-01-05,8,0,922,546,16624.06,14046.01,1526.56,20.79,748.70,737887,3926.07
2026-01-05,9,0,890,594,17934.87,15080.58,1530.40,15.80,1083.09,733477,4557.13
2026-01-05,10,0,754,542,16470.66,14029.14,1257.12,27.90,1016.50,650011,4303.69
2026-01-05,11,0,756,545,18443.28,15143.61,1487.71,29.95,1622.51,688730,4759.14
2026-01-05,12,0,768,577,21879.42,18494.72,1746.85,29.95,1443.40,767795,5089.05
2026-01-05,13,0,749,582,23420.75,20459.75,1469.45,23.75,1325.30,767000,4953.1
2026-01-05,14,0,808,617,19748.27,16561.36,1701.61,12.30,1324.50,846086,5110.39
2026-01-05,15,0,846,616,20461.37,17194.57,1646.75,29.25,1433.80,909015,5299.25
2026-01-05,16,0,926,672,23301.21,18547.34,2260.08,14.80,2246.49,1040603,5594.58
2026-01-05,17,0,916,674,25876.23,21401.14,2351.19,27.40,1852.00,1083176,5808.45
2026-01-05,18,0,724,572,20320.73,15947.69,2105.52,29.12,2046.40,823358,5038.18
2026-01-05,19,0,584,483,18649.07,14370.89,1984.36,21.00,2121.32,602463,4629.88
2026-01-05,20,0,461,400,17674.00,13704.51,1922.33,32.25,1902.41,545630,4537.29
2026-01-05,21,0,425,368,17427.23,13290.90,2113.16,29.20,1863.97,496853,4565.05
2026-01-05,22,0,313,277,13509.59,10342.38,1350.59,49.31,1692.81,385483,3635.55
2026-01-05,23,0,180,161,6879.24,5553.38,616.61,5.50,667.75,223432,1910.14
2026-01-06,0,1,137,117,4799.66,3804.71,476.95,11.00,477.00,150387,1274.86
2026-01-06,1,1,91,81,3873.76,3024.11,247.15,13.00,570.00,110162,1054.76
2026-01-06,2,1,37,31,1369.84,1028.80,94.42,2.00,240.12,35166,366.42
2026-01-06,3,1,31,25,1234.14,1149.06,25.58,0.00,55.50,31427,311.71
2026-01-06,4,1,68,56,2529.84,2329.57,86.82,0.95,104.00,72932,786.01
2026-01-06,5,1,130,110,4378.15,3981.63,267.77,2.00,99.75,138621,1268.97
2026-01-06,6,1,327,228,7914.01,6870.18,534.98,0.00,415.85,336674,2188.48
2026-01-06,7,1,745,430,13623.45,12174.29,968.67,4.00,261.99,683947,3290.37
2026-01-06,8,1,1200,646,21178.46,18541.27,1614.16,6.00,633.53,1125467,4628.95
2026-01-06,9,1,1188,751,24734.48,20733.45,2149.91,32.15,1488.97,1054232,5466.59
2026-01-06,10,1,801,573,15919.55,13897.87,1243.93,13.00,606.25,703358,4080.29
2026-01-06,11,1,825,602,20414.37,17276.29,1695.12,11.35,1239.61,759658,4943.0
2026-01-06,12,1,868,613,19954.01,16808.05,1645.66,17.00,1302.80,806136,5166.48
2026-01-06,13,1,871,632,20401.14,17141.04,1643.08,20.30,1425.72,805433,5199.02
2026-01-06,14,1,924,654,20113.02,16874.01,1656.46,27.55,1380.55,879335,4974.94
2026-01-06,15,1,902,665,19978.20,16927.49,1668.54,41.30,1165.87,940165,5138.86
2026-01-06,16,1,1016,699,21480.16,17984.87,1886.95,18.00,1308.84,1075342,5104.6
2026-01-06,17,1,1016,714,22945.64,18454.26,2109.93,219.70,1857.25,1169906,5308.44
2026-01-06,18,1,863,602,19903.17,16528.85,1945.53,6.00,1176.29,852134,4658.21
2026-01-06,19,1,670,516,19174.24,14962.25,2010.34,38.20,1974.95,686554,4899.45
2026-01-06,20,1,536,441,16211.64,12652.61,1868.29,20.50,1524.74,552036,4132.64
2026-01-06,21,1,330,269,11187.80,8556.54,1146.64,8.00,1406.62,314686,2647.69
2026-01-06,22,1,182,155,6187.39,5097.29,576.60,2.00,471.00,182432,1473.66
2026-01-06,23,1,190,168,7038.33,5564.39,697.43,6.51,728.00,201072,1871.55
2026-01-07,0,2,136,125,5859.72,4444.08,564.59,12.45,810.60,161944,1572.81
2026-01-07,1,2,69,57,2806.50,2144.15,226.65,0.95,425.25,76158,736.21
2026-01-07,2,2,37,27,1202.83,1011.45,65.38,0.00,121.00,31576,325.09
2026-01-07,3,2,40,33,1432.08,1381.28,39.80,0.00,7.00,36872,404.34
2026-01-07,4,2,59,47,2460.85,2393.14,39.71,2.00,22.00,66389,741.27
2026-01-07,5,2,117,99,3543.09,3096.78,218.96,2.00,197.85,112594,1021.76
2026-01-07,6,2,321,226,7715.84,6763.90,562.64,12.90,289.90,338886,2028.04
2026-01-07,7,2,743,436,14113.48,12582.55,1032.93,0.00,264.00,683836,3395.64
2026-01-07,8,2,1124,609,20809.61,18164.51,1663.20,7.90,620.50,1096593,4522.26
2026-01-07,9,2,1163,682,21530.40,18152.53,1971.35,56.40,1035.12,1019740,4922.12
2026-01-07,10,2,881,601,17382.31,15032.17,1359.93,21.00,791.71,770298,4270.57
2026-01-07,11,2,897,607,19462.16,16689.49,1600.30,8.00,975.87,764316,4842.06
2026-01-07,12,2,879,623,18737.23,16074.56,1529.52,13.90,929.25,793126,4760.79
2026-01-07,13,2,834,619,19740.90,16660.06,1688.34,1.50,1224.50,839555,4990.42
2026-01-07,14,2,943,667,23706.31,20003.93,1897.36,20.25,1607.77,922722,5330.36
2026-01-07,15,2,980,704,24057.59,20270.64,2025.95,15.50,1528.00,1101674,5669.33
2026-01-07,16,2,1060,686,21626.74,18134.52,1987.07,17.90,1211.75,1149670,5055.55
2026-01-07,17,2,1116,762,26772.82,21951.55,2454.48,31.11,1994.68,1363980,5977.63
2026-01-07,18,2,931,665,22170.03,18117.26,2233.67,17.25,1523.35,1062686,5179.27
2026-01-07,19,2,773,620,23185.14,18209.72,2672.17,12.00,2070.25,873536,5703.72
2026-01-07,20,2,551,458,17931.91,13827.70,2066.81,51.70,1833.20,625405,4611.11
2026-01-07,21,2,378,303,11360.26,8988.09,1212.77,34.90,1025.50,358921,2818.29
2026-01-07,22,2,248,213,8260.17,6619.85,848.32,0.00,732.00,240826,2116.12
2026-01-07,23,2,190,169,7213.61,5551.57,779.33,7.00,829.21,187762,1788.2
2026-01-08,0,3,137,117,5067.08,3984.56,542.80,8.00,500.22,130927,1232.78
2026-01-08,1,3,49,44,1663.51,1353.20,106.96,5.25,192.10,50578,471.83
2026-01-08,2,3,35,29,1261.77,1145.05,46.22,0.00,67.50,33617,307.47
2026-01-08,3,3,38,32,1445.06,1353.45,44.11,0.00,44.00,37735,428.51
2026-01-08,4,3,56,47,2064.74,1991.47,57.77,0.00,9.00,62105,626.66
2026-01-08,5,3,127,106,4246.69,3662.47,320.72,7.00,221.50,134201,1244.28
2026-01-08,6,3,351,243,9056.11,7805.56,676.30,0.00,474.25,348429,2381.38
2026-01-08,7,3,692,410,14364.52,12959.11,969.41,2.00,232.00,659044,3238.24
2026-01-08,8,3,1122,604,19537.43,17046.57,1508.24,3.00,639.62,1008167,4310.74
2026-01-08,9,3,1138,722,22102.13,18869.06,1874.10,20.30,1020.17,982158,4990.87
2026-01-08,10,3,843,606,19270.05,16720.28,1310.62,15.00,1042.65,680461,3865.08
2026-01-08,11,3,851,626,19598.20,16823.75,1598.94,8.51,967.50,754041,4777.0
2026-01-08,12,3,851,621,19080.38,15983.81,1657.92,25.01,1239.14,810711,4930.32
2026-01-08,13,3,899,669,21527.69,18238.47,1911.57,10.40,1175.75,862381,5374.86
2026-01-08,14,3,1068,759,24342.80,20413.68,2133.66,19.00,1552.46,1117704,5940.66
2026-01-08,15,3,1138,786,25813.93,21407.93,2415.60,12.00,1683.40,1373393,6167.06
2026-01-08,16,3,1214,786,26303.99,21839.92,2400.49,26.75,1671.33,1522357,5734.04
2026-01-08,17,3,1436,846,30218.02,25061.42,2819.88,33.70,1791.02,1838236,6414.46
2026-01-08,18,3,1439,857,31758.43,25581.74,3269.14,33.70,2352.35,1752061,6920.35
2026-01-08,19,3,1147,729,25447.69,20439.24,2652.75,30.50,1909.70,1185877,5750.34
2026-01-08,20,3,787,578,21381.80,16729.36,2357.23,19.51,2032.70,849568,5157.68
2026-01-08,21,3,817,575,24602.51,19011.06,2686.31,28.40,2580.74,871707,6013.29
2026-01-08,22,3,498,375,16486.30,12888.41,1653.74,12.50,1784.65,497644,3764.66
2026-01-08,23,3,268,225,9466.51,7353.22,1045.78,17.40,985.61,292282,2516.99
2026-01-09,0,4,173,148,6508.09,5164.16,597.93,18.00,695.00,188421,1677.11
2026-01-09,1,4,100,77,2796.80,2256.97,203.33,3.00,313.00,88613,624.91
2026-01-09,2,4,47,36,1211.47,1067.60,69.87,0.00,65.00,35102,318.33
2026-01-09,3,4,44,37,1665.14,1491.80,53.72,2.00,113.12,42441,403.28
2026-01-09,4,4,64,50,2606.83,2486.66,105.91,0.01,6.75,72854,734.47
2026-01-09,5,4,161,129,5698.54,4957.73,489.06,3.00,209.25,161806,1394.05
2026-01-09,6,4,298,223,7978.66,7075.50,544.91,0.00,279.25,306419,2244.41
2026-01-09,7,4,641,392,13647.68,12575.66,762.02,4.00,132.00,582489,3218.03
2026-01-09,8,4,845,506,14784.13,12537.02,1275.71,7.90,702.50,663743,3460.36
2026-01-09,9,4,910,608,18291.00,15434.86,1583.43,7.71,1033.50,793268,4462.46
2026-01-09,10,4,774,557,15646.52,13577.83,1299.98,6.51,585.20,665711,4029.65
2026-01-09,11,4,803,584,21323.69,18725.68,1523.28,11.00,910.23,776920,4844.8
2026-01-09,12,4,844,595,19080.34,16489.40,1489.14,0.75,923.05,761226,4659.98
2026-01-09,13,4,853,622,22976.09,19533.13,1829.90,30.51,1391.55,854953,5479.55
2026-01-09,14,4,913,680,22158.33,18750.93,1935.08,22.90,1249.92,956903,5386.49
2026-01-09,15,4,965,720,27375.77,23343.31,2241.06,13.00,1542.90,1134523,5689.69
2026-01-09,16,4,1026,710,22489.90,18804.42,1982.13,17.50,1403.85,1220258,5302.8
2026-01-09,17,4,1126,770,26552.84,22070.93,2414.51,26.90,1700.50,1462828,6335.44
2026-01-09,18,4,1074,698,23399.69,19291.97,2114.37,18.85,1611.50,1148192,5232.6
2026-01-09,19,4,749,591,20471.66,16295.40,2332.65,23.86,1604.75,791400,5106.5
2026-01-09,20,4,600,521,19709.79,15239.52,2236.42,24.01,2030.34,669939,5052.32
2026-01-09,21,4,459,370,13779.81,10930.75,1401.75,31.01,1306.80,438368,3348.2
2026-01-09,22,4,365,279,9998.81,8164.86,916.11,7.00,816.34,346229,2401.74
2026-01-09,23,4,273,215,7236.46,5797.18,758.88,9.90,611.00,231414,1617.75
2026-01-10,0,5,193,149,4610.91,3674.78,415.88,4.00,466.25,163600,1098.0
2026-01-10,1,5,114,87,3507.26,2878.69,192.57,3.00,404.00,83496,673.47
2026-01-10,2,5,70,56,1584.65,1276.66,145.24,2.00,145.25,46730,328.49
2026-01-10,3,5,61,42,1231.26,1067.99,119.77,0.00,30.50,39273,296.13
2026-01-10,4,5,63,52,2116.30,1936.00,105.55,4.00,58.75,55821,591.08
2026-01-10,5,5,81,64,3065.37,2647.43,256.44,0.00,140.50,81133,846.27
2026-01-10,6,5,133,108,3937.88,3225.24,412.59,17.80,243.75,133762,1065.74
2026-01-10,7,5,224,163,5664.50,4859.51,473.49,5.00,260.00,219775,1568.55
2026-01-10,8,5,334,219,6950.64,6176.17,484.47,2.00,193.00,273647,1796.39
2026-01-10,9,5,533,339,10947.40,9583.54,671.63,0.00,533.23,426351,2714.14
2026-01-10,10,5,742,443,14166.63,12433.48,985.55,9.25,521.85,637738,3534.5
2026-01-10,11,5,730,471,15727.25,13777.65,1073.60,3.50,654.50,652032,3584.39
2026-01-10,12,5,818,517,19664.94,17269.12,1176.89,4.50,974.93,789505,4221.74
2026-01-10,13,5,789,541,17384.48,14556.23,1363.25,5.50,1229.00,769243,4146.07
2026-01-10,14,5,831,575,18297.17,15625.63,1371.92,33.50,1010.62,839966,4257.41
2026-01-10,15,5,840,583,18903.74,16038.79,1370.48,7.50,1240.97,888666,4526.83
2026-01-10,16,5,967,644,21683.38,17911.64,1907.11,18.91,1569.22,995539,4735.99
2026-01-10,17,5,1097,673,23683.07,19623.92,2001.86,39.01,1635.28,1167136,4975.56
2026-01-10,18,5,1224,730,27060.65,22225.82,2521.67,13.00,1843.16,1314443,5640.35
2026-01-10,19,5,827,604,21225.92,17166.39,2063.08,32.50,1692.95,806144,4555.08
2026-01-10,20,5,570,455,16573.15,13035.60,1605.10,19.90,1743.55,578929,4113.08
2026-01-10,21,5,441,327,11926.48,9747.83,1074.65,14.00,969.00,406387,2687.2
2026-01-10,22,5,443,297,11414.41,9663.99,966.42,0.00,644.50,343862,2250.82
2026-01-10,23,5,668,361,19094.92,15458.85,2077.82,3.00,1299.75,530727,2770.11
2026-01-11,0,6,457,304,12835.15,10068.89,1218.56,40.00,1340.20,349814,2037.4
2026-01-11,1,6,212,146,4488.88,3603.19,393.19,11.00,419.50,135186,693.42
2026-01-11,2,6,164,95,2520.87,2181.91,141.96,0.00,143.00,89809,474.27
2026-01-11,3,6,113,84,2992.51,2582.24,224.32,1.20,152.75,63990,447.45
2026-01-11,4,6,89,70,2894.70,2298.57,253.33,3.00,320.30,74452,607.33
2026-01-11,5,6,88,75,2674.68,2173.80,242.88,0.00,231.50,84448,679.23
2026-01-11,6,6,158,121,4931.93,4145.92,447.41,2.00,285.10,158803,1317.14
2026-01-11,7,6,204,152,6519.62,5578.92,561.70,7.75,321.25,192658,1579.67
2026-01-11,8,6,312,230,8985.63,7800.59,640.70,22.51,444.33,305280,2464.7
2026-01-11,9,6,478,332,13499.96,11519.98,874.83,11.90,960.25,462291,3649.5
2026-01-11,10,6,561,368,12975.45,11142.00,1012.22,2.00,650.73,488783,3381.7
2026-01-11,11,6,637,435,16117.61,13512.28,1318.60,11.96,1083.77,597430,4201.53
2026-01-11,12,6,678,467,22179.85,19584.49,1411.11,5.50,960.75,629032,4117.98
2026-01-11,13,6,679,489,18154.76,15242.49,1585.58,22.10,1116.09,695436,4844.7
2026-01-11,14,6,660,497,18506.98,15247.40,1620.97,17.51,1431.60,704575,4656.15
2026-01-11,15,6,633,466,17858.89,14332.97,1937.25,24.50,1371.17,681935,4525.03
2026-01-11,16,6,646,481,19692.84,15998.90,1874.02,61.42,1566.50,703522,4652.25
2026-01-11,17,6,637,485,19973.16,15697.24,2248.23,31.01,1787.18,748095,5008.47
2026-01-11,18,6,643,461,19256.32,15100.68,2028.42,12.00,1898.72,735759,4793.9
2026-01-11,19,6,621,455,20692.51,15675.20,2375.73,35.75,2372.83,720710,5211.09
2026-01-11,20,6,623,488,22973.23,17938.47,2430.73,14.50,2384.53,836704,6079.97
2026-01-11,21,6,456,346,15367.44,11901.34,1581.97,15.90,1729.23,511948,3803.18
2026-01-11,22,6,283,225,10229.38,7762.07,978.26,23.80,1381.75,292105,2585.6
2026-01-11,23,6,204,167,7354.05,5622.11,750.69,7.50,921.25,207958,1842.33
2026-01-12,0,0,130,118,5663.03,4306.53,626.00,9.00,692.00,145840,1468.31
2026-01-12,1,0,74,68,2705.07,2099.44,201.83,3.90,388.90,71470,700.3
2026-01-12,2,0,34,31,1095.09,979.68,54.91,0.00,56.00,31747,308.99
2026-01-12,3,0,46,37,1806.26,1606.34,76.92,4.00,115.50,48637,485.93
2026-01-12,4,0,70,55,2877.11,2786.21,83.40,2.00,0.00,81330,865.56
2026-01-12,5,0,173,136,6224.22,5508.20,478.52,2.00,188.00,179717,1561.55
2026-01-12,6,0,363,250,8794.02,7608.91,683.68,11.95,375.98,346524,2311.63
2026-01-12,7,0,799,467,18723.08,16626.02,1213.63,2.75,620.68,754498,3778.07
2026-01-12,8,0,1182,630,20175.48,17526.92,1584.00,7.00,669.11,1021269,4397.54
2026-01-12,9,0,1212,721,24083.26,19766.75,2333.75,17.56,1588.20,1025711,5708.78
2026-01-12,10,0,885,626,21170.15,17918.00,1641.09,27.90,1378.16,766431,4635.25
2026-01-12,11,0,890,652,21743.52,17831.08,2030.37,23.60,1643.97,831541,5724.23
2026-01-12,12,0,912,657,20870.14,17738.70,1725.89,21.00,1189.55,833809,5452.99
2026-01-12,13,0,936,682,23510.34,19538.08,2000.69,34.40,1721.67,911921,5992.97
2026-01-12,14,0,994,703,24165.10,19951.37,2131.22,27.20,1836.81,956540,5711.53
2026-01-12,15,0,983,709,23651.75,19608.87,2143.38,52.00,1605.50,1054796,5688.7
2026-01-12,16,0,1048,699,24505.40,20204.23,2159.53,18.50,1808.14,1096294,5121.04
2026-01-12,17,0,1120,753,25489.63,20982.60,2292.18,25.15,1826.20,1282155,6089.62
2026-01-12,18,0,1009,686,25541.50,20955.85,2375.16,38.50,1847.49,1052862,5497.0
2026-01-12,19,0,733,562,21600.99,16708.76,2571.79,58.50,2036.44,749287,5385.05
2026-01-12,20,0,601,486,20470.63,15527.31,2250.39,37.00,2475.43,635326,5350.65
2026-01-12,21,0,370,299,12333.86,9581.00,1397.11,30.50,1221.75,390639,3097.16
2026-01-12,22,0,297,240,10137.52,7722.42,1082.48,17.00,1234.62,275216,2356.05
2026-01-12,23,0,180,154,6555.37,5156.32,600.63,8.01,750.91,182686,1612.64
2026-01-13,0,1,127,116,5149.43,3888.61,517.87,16.00,698.95,141875,1339.09
2026-01-13,1,1,56,41,1317.04,1120.27,93.77,8.00,88.00,48494,345.21
2026-01-13,2,1,29,26,1080.16,910.91,61.30,0.00,105.45,23930,201.8
2026-01-13,3,1,36,28,1299.02,1235.41,30.61,0.00,30.00,36730,406.14
2026-01-13,4,1,71,57,2735.96,2634.68,86.78,2.00,7.00,78867,842.34
2026-01-13,5,1,137,110,4448.26,3938.10,229.76,7.00,241.40,125273,1172.21
2026-01-13,6,1,375,260,8467.73,7422.93,599.68,8.00,320.62,353256,2229.15
2026-01-13,7,1,899,483,16460.02,14542.64,1233.88,0.00,397.50,850305,3868.59
2026-01-13,8,1,1286,648,21538.45,18879.02,1790.03,10.00,431.90,1172330,4426.5
2026-01-13,9,1,1340,790,26698.06,22533.62,2303.54,18.90,1426.00,1243156,6244.29
2026-01-13,10,1,991,654,18095.24,15637.81,1429.69,2.51,801.73,810087,4365.97
2026-01-13,11,1,1020,673,21593.59,18078.10,1892.49,50.75,1325.25,858408,5450.45
2026-01-13,12,1,933,656,21082.53,17738.06,1735.81,28.86,1381.30,827486,5194.26
2026-01-13,13,1,976,709,26460.16,22503.31,2108.49,22.50,1609.86,894230,5526.37
2026-01-13,14,1,1066,736,23101.69,19245.72,2167.97,15.25,1439.25,973257,5629.22
2026-01-13,15,1,1064,728,24227.81,20315.41,2174.58,31.70,1449.12,1088392,5598.85
2026-01-13,16,1,1193,765,27717.61,23421.83,2334.16,38.55,1574.07,1261059,5712.81
2026-01-13,17,1,1259,791,28270.97,22908.76,2775.91,12.85,2156.95,1438198,6213.44
2026-01-13,18,1,1092,722,24259.98,20114.70,2223.48,24.00,1545.30,1093148,5516.46
2026-01-13,19,1,887,669,25502.81,19855.19,2991.13,14.00,2358.99,900878,6479.83
2026-01-13,20,1,634,484,17546.31,13725.59,1930.06,20.51,1687.65,593342,4310.09
2026-01-13,21,1,490,341,12635.24,9992.81,1397.93,25.50,1063.50,422384,3056.76
2026-01-13,22,1,250,205,8116.33,6529.20,838.68,6.95,683.50,241884,2026.53
2026-01-13,23,1,176,151,6085.44,4783.03,592.91,1.00,665.00,201673,1647.0
2026-01-14,0,2,101,94,4022.77,3008.29,362.98,19.50,613.00,106015,1013.9
2026-01-14,1,2,60,49,2039.72,1702.35,153.37,0.00,174.00,59065,560.88
2026-01-14,2,2,29,24,986.31,892.46,41.85,0.00,49.50,29109,273.17
2026-01-14,3,2,34,27,1220.73,1185.58,33.15,0.00,0.00,36903,392.27
2026-01-14,4,2,56,43,2234.08,2164.46,57.62,2.00,5.00,57592,610.61
2026-01-14,5,2,133,106,3790.33,3455.61,270.72,0.00,33.00,135961,1071.36
2026-01-14,6,2,377,242,8457.65,7598.41,627.49,0.00,116.25,373394,2278.86
2026-01-14,7,2,912,460,17872.01,15929.53,1351.98,4.00,281.00,1043022,3865.82
2026-01-14,8,2,1216,596,21476.09,18325.97,2068.48,16.90,652.74,1421888,4273.41
2026-01-14,9,2,1317,682,26603.80,23754.50,1850.90,18.90,539.50,1357143,4598.45
2026-01-14,10,2,1067,682,19282.24,16305.78,1824.34,17.50,825.62,944207,4322.73
2026-01-14,11,2,1030,668,20807.65,17336.40,2027.05,21.60,1166.10,901817,4848.7
2026-01-14,12,2,1056,706,22707.49,18974.10,2090.57,32.05,1345.27,905245,5232.26
2026-01-14,13,2,1005,692,24751.25,20904.94,1997.26,14.50,1590.05,936559,5553.44
2026-01-14,14,2,1157,778,27448.05,22497.52,2650.68,10.00,1998.35,1166640,6737.8
2026-01-14,15,2,1309,835,31531.99,26127.11,2793.18,63.05,2178.65,1349904,6909.25
2026-01-14,16,2,1395,806,29804.71,24716.85,2688.61,40.50,1911.75,1511348,6314.41
2026-01-14,17,2,1528,915,35178.98,29159.00,3360.18,16.90,2130.90,1881383,7441.68
2026-01-14,18,2,1371,865,31477.14,25511.53,3181.38,25.16,2305.57,1511904,6944.83
2026-01-14,19,2,1033,749,28934.77,22346.40,3358.46,47.85,2843.56,1104637,6901.24
2026-01-14,20,2,810,588,24757.13,19222.49,2868.66,56.00,2348.98,811424,6098.33
