trip_date,trip_hour,trip_weekday,total_trips,active_taxis,total_revenue,total_fare,total_tips,total_tolls,total_extras,total_trip_seconds,total_trip_miles
2026-01-27,9,1,1453,769,25880.45,22307.32,1986.46,6.00,1111.67,1289232,4778.61
2026-01-27,10,1,1053,707,21379.86,18078.74,1876.97,30.60,1119.05,878445,4482.51
2026-01-27,11,1,983,679,19806.47,16857.00,1651.82,16.80,1026.35,843141,4423.61
2026-01-27,12,1,990,665,20762.58,17337.08,1904.85,31.15,1223.50,869165,4929.91
2026-01-27,13,1,1034,700,22303.84,18577.61,2171.00,14.20,1278.53,951966,5415.56
2026-01-27,14,1,1044,726,22955.58,19186.05,2073.41,14.00,1428.62,1028863,5768.22
2026-01-27,15,1,1205,775,27240.01,22920.48,2392.53,19.75,1560.25,1210663,5797.32
2026-01-27,16,1,1403,817,29735.08,25397.68,2351.61,24.50,1509.79,1461128,5763.8
2026-01-27,17,1,1431,830,29088.47,24358.72,2736.74,31.66,1467.85,1666277,6126.71
2026-01-27,18,1,1216,748,24076.63,19762.64,2358.54,12.20,1517.25,1225488,5156.29
2026-01-27,19,1,1050,712,26657.22,21046.46,3023.14,37.30,2178.82,986078,6242.03
2026-01-27,20,1,854,528,20086.84,15884.51,2224.38,13.90,1662.55,722228,4919.54
2026-01-27,21,1,661,405,14683.96,11642.25,1341.14,12.00,1458.57,509417,3392.98
2026-01-27,22,1,404,294,10587.53,8473.94,1008.96,6.51,984.12,349316,2646.18
2026-01-27,23,1,237,208,8262.33,6465.96,844.55,35.32,856.50,239933,2102.97
2026-01-28,0,2,175,154,7444.91,5364.68,800.14,14.50,1223.09,188547,1875.1
2026-01-28,1,2,100,89,3736.28,2767.44,307.59,6.45,639.30,98313,956.36
2026-01-28,2,2,56,41,2658.03,2341.91,85.32,1.50,219.80,45990,440.67
2026-01-28,3,2,46,42,2125.21,1920.92,101.39,0.00,96.40,48494,483.81
2026-01-28,4,2,74,57,2840.89,2685.45,83.94,2.00,58.00,81585,816.2
2026-01-28,5,2,139,113,4268.01,3847.44,261.77,0.00,128.30,136635,1251.27
2026-01-28,6,2,422,259,8452.99,7545.89,636.40,4.00,128.70,373866,2234.75
2026-01-28,7,2,1008,514,18512.09,16435.31,1386.24,2.95,332.09,1092614,4243.88
2026-01-28,8,2,1469,716,27433.52,23582.60,2499.67,9.00,835.25,1608273,5776.51
2026-01-28,9,2,1455,794,26927.90,22902.53,2240.24,23.01,1286.62,1339316,5291.42
2026-01-28,10,2,1112,750,21997.59,18229.31,2151.66,23.51,1279.61,1015871,4994.36
2026-01-28,11,2,991,653,18742.32,16073.18,1576.44,14.50,824.70,830509,4564.95
2026-01-28,12,2,1082,702,21393.36,17768.17,1918.54,35.50,1386.65,870913,5022.83
2026-01-28,13,2,1075,718,23382.70,19484.76,2168.04,32.70,1424.70,983020,5803.79
2026-01-28,14,2,1065,719,23756.62,19986.58,1982.04,24.00,1511.00,1008299,5447.43
2026-01-28,15,2,1297,815,28747.02,23772.66,2481.95,89.81,2039.10,1412059,6848.47
2026-01-28,16,2,1407,841,31721.09,26758.28,2611.81,13.50,1888.00,1571725,6276.32
2026-01-28,17,2,1476,895,31388.76,25854.88,3226.65,9.40,1779.83,1787838,6653.18
2026-01-28,18,2,1345,819,30568.71,25366.35,2772.56,36.50,1933.30,1421035,6112.03
2026-01-28,19,2,1054,726,26715.95,21028.69,3006.14,29.40,2299.72,994809,5968.83
2026-01-28,20,2,807,570,21707.69,16893.78,2493.54,45.50,2006.37,724896,5093.08
2026-01-28,21,2,653,421,16862.62,13236.69,1863.43,13.60,1515.40,578993,3997.95
2026-01-28,22,2,425,276,10094.38,8399.36,868.13,0.01,692.88,366947,2391.8
2026-01-28,23,2,231,196,8019.04,6102.72,834.16,17.00,1001.16,230087,2107.14
2026-01-29,0,3,164,139,5829.53,4434.63,696.40,16.00,643.50,157764,1455.4
2026-01-29,1,3,63,50,1894.22,1314.65,182.22,9.60,378.75,43544,420.19
2026-01-29,2,3,37,29,1010.00,874.34,76.66,0.00,52.50,26948,234.11
2026-01-29,3,3,43,34,1482.33,1393.66,73.67,0.00,8.00,36508,377.64
2026-01-29,4,3,64,55,2525.26,2347.56,145.70,2.00,21.00,76185,789.38
2026-01-29,5,3,161,128,5240.07,4628.31,382.01,1.00,185.75,163959,1363.25
2026-01-29,6,3,420,266,9220.41,8174.01,731.90,0.00,183.50,383683,2429.55
2026-01-29,7,3,985,512,19587.67,17353.20,1374.22,14.00,507.25,929223,4238.14
2026-01-29,8,3,1454,701,24872.42,21549.67,2133.72,20.20,663.83,1399773,5174.56
2026-01-29,9,3,1412,772,23981.10,20346.60,2030.88,15.05,1140.07,1183025,4978.65
2026-01-29,10,3,1087,712,28459.72,25001.20,1898.09,23.09,1260.84,916437,4847.58
2026-01-29,11,3,1029,687,20091.40,16644.09,2153.86,10.00,993.95,868607,4692.66
2026-01-29,12,3,1101,714,22451.14,18740.16,2171.75,17.51,1231.22,1001406,5375.7
2026-01-29,13,3,1190,778,25704.67,21372.00,2526.22,22.40,1426.55,1155262,6194.84
2026-01-29,14,3,1362,843,32521.58,27884.85,2604.12,34.52,1607.09,1304717,6656.64
2026-01-29,15,3,1468,852,30166.16,25508.48,2746.48,43.40,1436.30,1566119,6883.98
2026-01-29,16,3,1469,854,29749.30,24754.68,2873.24,30.00,1613.38,1670123,6346.3
2026-01-29,17,3,1621,968,37543.09,30279.45,4140.88,46.01,2507.75,2167598,8102.19
2026-01-29,18,3,1583,948,35501.76,28735.79,3696.27,22.27,2486.43,1879730,7583.29
2026-01-29,19,3,1209,808,29760.73,23752.36,3270.73,34.10,2261.54,1292788,6928.97
2026-01-29,20,3,1030,686,28940.47,22377.48,3410.94,37.95,2753.10,1024671,7050.27
2026-01-29,21,3,837,538,22527.71,17629.50,2504.65,37.11,2056.45,758952,5355.17
2026-01-29,22,3,491,349,12615.35,10285.15,1230.20,12.00,940.00,425801,2970.84
2026-01-29,23,3,282,236,8806.96,6931.79,959.59,3.90,830.68,263062,2268.43
2026-01-30,0,4,214,186,7466.48,5735.47,854.01,41.00,776.00,198692,1895.3
2026-01-30,1,4,94,72,2252.40,1829.01,199.89,4.00,196.50,67920,578.24
2026-01-30,2,4,57,43,1643.04,1378.03,111.26,2.00,134.25,52844,424.54
2026-01-30,3,4,51,39,1447.19,1372.39,50.55,0.00,16.75,36106,346.45
2026-01-30,4,4,87,69,3025.37,2833.55,94.32,0.00,84.00,79776,780.77
2026-01-30,5,4,153,119,5418.75,4782.50,399.70,14.80,182.25,157613,1454.12
2026-01-30,6,4,359,249,8117.08,7199.98,639.10,4.00,159.00,340159,2084.76
2026-01-30,7,4,853,468,14907.26,13293.98,1069.29,2.00,263.49,745150,3615.88
2026-01-30,8,4,1170,625,19550.85,17168.18,1560.96,6.46,419.75,968602,4496.32
2026-01-30,9,4,1147,675,20140.99,16671.54,1874.65,21.55,1227.25,877246,4414.95
2026-01-30,10,4,994,656,19335.27,16304.63,1803.95,21.76,924.93,867355,4590.57
2026-01-30,11,4,1077,668,21789.27,18476.37,1815.29,10.90,1173.21,978577,4728.87
2026-01-30,12,4,1200,722,26413.88,22538.22,2197.01,16.60,1280.05,1127442,5930.04
2026-01-30,13,4,1187,770,28229.20,23577.04,2408.97,13.50,1877.69,1281006,6136.56
2026-01-30,14,4,1187,752,28908.90,25092.45,2112.01,13.40,1376.04,1361085,6146.86
2026-01-30,15,4,1385,815,31667.52,27223.77,2398.86,23.01,1590.88,1609407,6750.01
2026-01-30,16,4,1297,741,24950.79,21663.47,1851.44,26.76,994.62,1394656,5037.88
2026-01-30,17,4,1439,811,29438.12,24629.73,2612.59,34.17,1635.13,1703486,5966.59
2026-01-30,18,4,1325,779,28037.98,22918.56,2702.32,15.01,1924.09,1711057,5814.66
2026-01-30,19,4,1089,710,25587.39,19944.07,3043.04,38.09,2157.19,1371147,5371.93
2026-01-30,20,4,990,671,26296.46,21083.36,2611.00,63.31,2183.29,1043044,5622.2
2026-01-30,21,4,784,538,21198.92,16827.39,2149.68,38.90,1931.95,762564,4798.32
2026-01-30,22,4,809,512,22733.16,18167.42,2153.04,51.90,2078.80,810078,5266.45
2026-01-30,23,4,606,418,21017.12,15729.57,2190.17,46.26,2849.12,664788,4815.05
2026-01-31,0,5,473,324,17232.55,12811.66,1878.44,41.20,2341.75,550942,3900.63
2026-01-31,1,5,352,243,12716.62,9501.16,1418.27,15.35,1665.84,377921,2913.56
2026-01-31,2,5,201,146,7163.69,5442.87,676.32,11.25,971.75,192631,1495.48
2026-01-31,3,5,95,70,2453.91,2064.27,205.14,10.00,151.00,67628,515.74
2026-01-31,4,5,72,56,2100.28,1874.13,159.15,1.00,49.00,61526,536.76
2026-01-31,5,5,100,84,3603.59,3056.30,320.72,0.00,202.07,111028,975.17
2026-01-31,6,5,173,125,4698.63,4109.87,364.26,5.00,163.00,169677,1430.88
2026-01-31,7,5,234,158,5058.83,4317.96,366.87,3.00,293.00,213506,1321.6
2026-01-31,8,5,404,257,9721.40,8542.58,658.47,5.50,378.90,334771,2249.9
2026-01-31,9,5,609,342,12796.96,10909.02,1093.39,7.10,565.95,495399,3135.49
2026-01-31,10,5,776,423,15961.34,13630.13,1201.49,11.00,851.22,647001,3847.39
2026-01-31,11,5,904,485,20005.45,17607.01,1287.89,8.20,781.35,785868,4209.94
2026-01-31,12,5,858,504,16520.71,14061.25,1253.96,4.00,913.00,763158,3825.77
2026-01-31,13,5,861,528,18709.88,15941.68,1474.45,0.00,1008.25,779735,3921.15
2026-01-31,14,5,860,579,20460.15,17260.25,1749.29,11.26,1169.35,945577,4894.75
2026-01-31,15,5,814,565,18456.77,15125.10,1720.98,15.50,1358.19,830984,4311.95
2026-01-31,16,5,850,556,20521.53,17385.13,1504.29,16.00,1336.11,860287,4221.23
2026-01-31,17,5,932,597,19584.78,16042.91,1848.96,35.50,1326.41,904258,4406.64
2026-01-31,18,5,1030,606,21976.69,18158.40,2163.78,18.75,1251.26,1015286,4963.33
2026-01-31,19,5,955,607,22071.45,17874.01,1995.99,27.30,1817.65,924882,5191.12
2026-01-31,20,5,787,526,20313.19,16405.93,2028.09,31.50,1577.67,705526,4350.78
2026-01-31,21,5,662,410,15481.08,12276.65,1448.72,17.60,1523.61,589353,3602.94
2026-01-31,22,5,469,293,10325.49,8607.01,913.98,3.00,663.50,399751,2248.31
2026-01-31,23,5,391,231,7505.14,6415.85,619.79,6.00,330.00,286021,1689.2
