pickup_community_area,dropoff_community_area,total_trips,active_taxis,total_revenue,total_fare,total_trip_miles
13,28,32,26,1029.46,1020.04,376.92
13,32,32,25,1085.70,1048.46,380.11
25,43,32,19,1629.33,1629.33,553.03
30,28,32,26,591.16,568.73,157.07
30,56,32,22,715.66,646.18,98.56
32,65,32,21,1180.35,1143.04,404.23
34,44,32,24,898.84,897.34,271.64
34,60,32,32,463.26,431.46,81.93
34,69,32,28,792.07,791.50,228.16
35,24,32,29,1056.15,1038.93,198.65
35,68,32,30,608.07,601.67,172.47
40,42,32,27,373.80,361.80,56.34
43,37,32,10,906.63,906.63,332.13
46,42,32,19,587.76,584.69,169.5
49,66,32,7,944.87,943.41,337.23
51,34,32,18,1037.67,1030.36,363.39
53,1,32,23,2185.00,2185.00,828.24
53,37,32,23,1040.80,1034.15,375.92
53,46,32,19,940.32,940.25,342.84
56,44,32,32,1423.90,1228.11,455.4
56,66,32,30,698.89,483.38,146.17
59,44,32,6,835.25,835.25,313.7
62,8,32,17,4134.12,4066.07,392.46
70,33,32,20,1046.13,1040.64,386.93
71,3,32,23,1500.58,1500.58,625.49
71,39,32,26,786.50,784.50,252.13
75,33,32,26,1063.06,1063.06,406.97
75,69,32,23,929.32,929.32,301.94
76,55,32,21,3276.37,3258.87,1219.32
-1,70,31,23,670.78,657.83,190.93
1,12,31,25,584.84,581.84,179.73
3,12,31,24,736.24,685.32,188.94
3,69,31,27,1488.43,1482.28,497.34
4,21,31,31,452.62,427.23,114.92
6,69,31,28,1316.12,1295.54,474.97
10,2,31,27,936.49,811.13,257.29
13,4,31,30,304.87,299.87,69.27
15,17,31,16,245.40,235.40,45.73
16,37,31,21,1044.59,1044.59,384.14
19,76,31,26,1021.93,905.79,298.12
22,33,31,29,803.92,711.91,223.65
23,71,31,17,1193.71,1193.71,476.99
26,26,31,27,592.53,487.53,36.27
36,65,31,8,975.07,975.00,366.35
38,24,31,27,918.45,913.96,283.77
41,22,31,17,1040.56,1023.57,378.52
42,40,31,25,2184.46,2180.96,58.99
44,46,31,23,549.23,544.73,158.51
44,50,31,29,596.23,587.08,193.62
50,39,31,23,891.77,886.00,319.78
50,68,31,23,835.18,834.68,297.35
53,42,31,23,945.89,940.19,339.38
61,39,31,26,673.14,666.66,138.43
68,7,31,23,1010.82,1010.32,354.49
68,76,31,8,2294.85,2294.85,762.12
75,41,31,19,958.59,958.50,357.36
77,15,31,27,904.41,857.88,254.16
6,27,30,27,899.72,870.48,277.11
8,51,30,27,1389.53,1370.86,465.51
10,16,30,28,657.68,574.96,168.47
10,24,30,24,1013.37,954.62,333.93
15,4,30,22,531.28,507.60,137.23
15,32,30,21,1030.28,955.38,284.67
20,20,30,24,464.89,425.21,4.21
22,4,30,30,548.63,476.27,127.19
24,17,30,6,929.60,917.00,290.05
24,67,30,9,1009.36,1002.16,374.95
24,68,30,18,913.32,913.25,321.13
28,20,30,26,722.55,643.50,198.0
28,47,30,13,1079.95,1073.53,404.97
35,53,30,21,1007.36,1007.36,373.23
41,45,30,20,535.42,528.51,137.77
41,73,30,22,774.22,774.22,262.64
42,3,30,26,1373.73,1372.16,445.49
42,75,30,23,924.61,918.77,318.51
43,48,30,23,431.28,423.74,101.31
44,56,30,24,989.45,983.45,375.35
46,6,30,24,1530.37,1530.37,483.29
53,67,30,19,897.86,896.29,323.55
54,42,30,15,937.17,930.67,348.42
56,23,30,27,1217.25,973.53,331.34
56,29,30,30,834.56,623.62,187.86
59,42,30,5,780.50,778.50,280.62
61,49,30,15,706.95,706.04,251.38
67,35,30,14,847.98,837.16,267.86
68,73,30,21,511.43,505.87,155.86
69,24,30,23,973.80,973.73,333.9
69,27,30,18,949.13,946.63,354.43
75,44,30,25,757.68,757.68,220.05
-1,26,29,24,1447.96,1447.96,505.54
2,23,29,9,883.10,876.60,273.09
2,69,29,19,1565.99,1564.99,562.03
13,77,29,27,440.19,427.12,115.68
29,50,29,16,1388.05,1388.05,524.4
36,71,29,19,795.49,786.09,269.91
37,51,29,22,880.60,880.53,312.37
38,22,29,25,821.82,818.75,292.72
38,31,29,20,543.89,540.89,156.35
38,59,29,9,597.98,596.48,203.92
39,21,29,15,973.25,973.25,367.78
39,34,29,25,542.69,534.12,150.18
39,72,29,17,939.64,857.15,244.54
42,49,29,27,707.21,705.21,214.54
45,41,29,24,512.16,499.09,129.33
46,76,29,16,2582.92,2582.92,835.57
56,68,29,22,853.41,727.75,267.89
58,-1,29,22,1181.82,1168.82,439.5
58,44,29,8,916.00,916.00,342.25
67,32,29,23,848.25,835.81,297.2
71,43,29,26,562.07,557.57,168.3
73,39,29,21,820.62,819.62,293.1
75,8,29,25,1355.56,1345.56,504.81
76,66,29,28,2160.53,1973.80,837.42
77,30,29,24,1236.27,1084.21,413.72
-1,66,28,24,918.19,917.19,235.07
1,22,28,26,879.89,715.96,197.08
1,49,28,20,1811.76,1811.76,657.81
3,42,28,23,1278.50,1274.00,415.85
4,15,28,27,505.71,488.78,140.27
5,1,28,28,534.47,494.63,139.04
7,34,28,25,744.66,715.28,225.27
10,77,28,17,863.55,831.00,272.06
16,10,28,27,591.04,590.54,188.25
21,4,28,28,451.49,427.57,113.86
25,76,28,22,959.60,932.54,308.42
27,3,28,25,880.47,878.47,325.13
32,26,28,26,630.44,610.00,176.11
32,63,28,24,911.97,887.17,270.42
35,67,28,24,635.97,621.97,204.08
37,3,28,14,901.25,896.25,346.49
39,1,28,17,1371.96,1371.96,425.66
41,31,28,25,736.00,700.53,212.18
42,53,28,24,816.77,815.77,292.98
44,48,28,25,340.04,339.54,87.06
46,3,28,19,1404.24,1404.15,495.08
49,1,28,21,1747.54,1747.54,658.91
50,49,28,26,281.12,280.62,51.8
53,49,28,25,423.79,419.29,100.65
56,57,28,27,549.71,397.75,70.69
56,62,28,25,549.15,371.75,73.09
66,32,28,22,909.71,905.21,317.0
68,35,28,23,510.72,503.00,157.76
68,41,28,24,510.23,488.73,133.42
69,71,28,27,2589.28,2587.78,106.21
71,41,28,22,731.62,727.12,217.57
71,77,28,20,1366.62,1366.62,570.73
72,33,28,21,922.75,922.75,353.91
77,21,28,26,583.75,562.70,167.17
2,5,27,24,603.22,556.51,158.72
2,15,27,15,648.26,648.26,183.33
2,38,27,20,1193.87,1192.87,417.92
2,71,27,19,1350.51,1350.51,564.25
3,37,27,24,1023.50,1021.50,339.4
27,41,27,19,805.86,799.81,303.76
31,56,27,25,883.36,778.42,185.65
33,27,27,27,546.21,533.97,158.04
36,68,27,19,504.69,494.83,152.82
40,49,27,26,607.46,606.46,212.66
41,29,27,20,856.19,830.24,284.63
41,53,27,24,874.69,862.39,310.01
41,71,27,23,584.87,578.37,167.12
42,46,27,15,427.52,424.02,119.14
49,42,27,23,652.86,646.51,223.19
51,25,27,19,1880.01,1880.01,681.17
53,24,27,21,1491.40,1491.40,510.49
64,64,27,24,865.76,727.76,1.45
65,-1,27,25,864.46,863.46,302.79
69,36,27,19,582.85,579.85,176.19
70,49,27,8,643.41,636.04,201.2
73,36,27,12,840.54,834.94,304.78
-1,45,26,23,1288.91,1288.91,430.37
-1,65,26,21,960.75,936.75,266.31
5,56,26,22,1208.51,1027.89,377.54
6,11,26,24,670.44,632.66,171.33
6,17,26,26,729.45,688.66,214.48
7,11,26,24,815.17,741.23,223.1
7,29,26,22,739.41,733.41,240.38
7,68,26,20,830.72,829.72,307.58
8,70,26,22,1110.12,1092.52,392.06
11,3,26,16,746.49,601.56,175.13
15,33,26,18,808.75,808.75,308.21
15,77,26,21,711.00,665.18,200.69
16,11,26,26,382.04,354.77,59.93
24,34,26,25,549.99,495.74,127.23
31,38,26,20,561.76,555.49,164.93
33,29,26,25,562.64,557.14,161.05
34,3,26,18,779.93,773.20,287.44
41,47,26,20,456.00,456.00,133.77
41,60,26,24,549.69,498.86,150.28
41,66,26,19,3312.30,3289.01,158.6
44,40,26,24,401.33,397.33,108.11
49,61,26,12,642.91,642.91,225.31
49,68,26,24,566.79,563.78,165.59
55,76,26,12,2678.78,2678.78,977.81
56,49,26,26,1270.06,1064.41,397.0
56,63,26,20,619.07,387.25,95.77
59,41,26,6,628.72,623.91,227.66
59,43,26,6,721.81,721.81,269.33
61,32,26,21,768.25,711.06,223.26
65,29,26,2,622.75,622.75,196.8
67,38,26,23,475.82,475.75,144.83
69,25,26,21,1203.32,1203.32,399.55
69,29,26,16,856.68,855.68,303.57
70,32,26,25,993.78,972.33,346.06
72,43,26,24,652.97,652.97,221.7
73,44,26,24,405.15,402.65,79.33
76,51,26,18,2370.64,2294.44,817.45
76,70,26,25,2186.83,1850.19,793.17
3,31,25,22,889.35,839.50,277.53
3,46,25,12,1277.20,1248.20,438.84
5,35,25,14,778.96,778.46,278.07
7,19,25,22,594.69,573.68,161.58
7,44,25,25,1053.17,1042.19,356.81
8,18,25,21,856.73,815.16,278.6
8,50,25,18,1157.65,1131.85,418.17
11,19,25,18,396.83,331.41,105.36
12,3,25,18,641.95,629.06,189.58
14,15,25,14,346.44,336.47,86.0
15,34,25,6,752.00,752.00,290.18
22,2,25,21,646.82,622.90,182.03
22,43,25,20,961.00,960.30,336.56
22,53,25,20,1426.66,1426.16,533.81
23,53,25,20,1363.00,1363.00,503.63
24,27,25,24,389.24,337.28,85.58
24,35,25,23,535.32,514.03,145.59
25,27,25,24,561.35,558.35,103.89
29,69,25,25,888.78,888.78,314.34
34,24,25,21,571.77,548.82,125.18
34,77,25,22,758.02,744.57,283.82
35,29,25,19,586.87,562.26,189.13
36,73,25,21,753.78,753.78,232.16
39,59,25,19,422.08,419.08,133.84
41,75,25,17,798.98,792.48,284.57
42,51,25,16,456.48,455.98,127.63
43,45,25,23,307.10,302.40,70.66
44,75,25,22,668.86,668.86,194.25
45,43,25,21,284.53,273.88,45.39
48,76,25,15,2210.84,2194.56,721.8
50,32,25,18,999.02,998.43,357.67
50,34,25,20,806.01,805.96,296.94
53,33,25,23,988.86,972.23,365.28
53,51,25,10,659.42,658.35,236.31
59,8,25,21,598.98,583.85,210.43
61,43,25,23,603.88,598.88,185.42
68,3,25,18,943.62,943.62,360.55
68,6,25,19,897.31,895.31,328.4
69,46,25,22,401.93,401.36,116.01
70,50,25,8,763.52,762.75,264.25
71,69,25,23,375.24,372.74,77.87
77,49,25,20,1457.72,1457.72,532.18
3,40,24,22,919.22,912.17,322.94
6,36,24,21,3364.78,3352.45,223.13
9,24,24,8,737.75,737.75,280.22
10,22,24,22,902.81,800.69,223.35
12,2,24,23,370.46,369.96,102.64
12,13,24,19,218.90,214.25,51.67
14,7,24,18,645.85,608.84,188.82
15,43,24,14,1609.44,1609.44,492.09
20,-1,24,20,787.07,763.02,256.71
21,41,24,11,1005.74,960.74,326.61
33,37,24,18,337.02,333.51,83.96
35,59,24,20,340.62,333.67,87.92
37,49,24,19,668.75,652.75,244.75
38,45,24,19,504.57,503.50,163.88
41,25,24,19,1042.08,1042.08,354.9
43,27,24,18,953.33,953.33,316.69
44,72,24,22,397.71,392.82,124.57
48,44,24,23,284.93,282.93,75.9
49,50,24,19,232.40,232.40,42.27
49,77,24,20,1411.12,1411.12,505.68
50,44,24,23,403.64,397.64,126.52
51,49,24,18,471.19,439.50,115.24
54,37,24,15,824.76,824.76,298.08
56,48,24,22,1241.45,1038.75,398.96
56,59,24,21,674.33,491.25,164.8
56,67,24,20,569.45,405.50,124.58
61,68,24,21,307.08,306.08,64.64
65,36,24,21,793.01,784.75,276.21
69,22,24,16,832.03,827.19,303.43
72,8,24,21,1118.58,1058.03,397.58
77,11,24,21,587.16,539.79,154.79
4,22,23,22,523.86,470.00,114.19
6,37,23,16,765.38,753.93,265.74
6,46,23,21,1223.96,1212.21,377.49
7,10,23,15,873.81,785.19,245.94
7,25,23,22,635.48,632.48,179.05
9,9,23,21,717.34,588.24,19.37
11,2,23,17,537.28,518.47,152.58
13,1,23,22,382.78,376.73,97.86
14,43,23,15,1446.60,1446.60,459.02
15,3,23,18,500.69,495.63,140.32
24,14,23,22,567.98,518.27,156.77
24,29,23,22,399.02,386.02,104.92
24,39,23,19,668.61,667.61,236.46
24,60,23,21,460.96,429.21,113.47
27,44,23,18,855.90,849.30,305.4
27,69,23,16,814.43,814.43,286.64
29,33,23,21,495.19,471.90,147.1
29,65,23,3,562.25,562.25,175.86
32,50,23,23,907.11,905.11,326.19
33,47,23,8,662.50,662.50,246.27
34,31,23,22,216.93,201.18,43.24
36,43,23,18,465.08,460.58,126.43
38,16,23,17,701.50,701.50,267.14
39,37,23,18,334.35,331.85,49.24
41,27,23,15,724.80,724.80,264.75
41,51,23,16,502.37,494.50,138.89
42,7,23,20,776.71,775.21,279.26
42,31,23,16,668.91,661.29,211.53
42,45,23,21,294.60,286.53,75.09
43,36,23,17,568.07,567.07,150.15
43,61,23,22,603.86,601.86,197.04
44,25,23,19,1149.14,1149.14,399.56
44,59,23,5,607.25,607.25,224.44
44,61,23,22,505.75,500.10,163.09
46,39,23,17,511.71,489.21,150.65
48,43,23,21,282.72,276.72,74.07
49,6,23,21,1206.04,1206.04,444.23
49,25,23,22,1312.33,1311.33,466.3
49,46,23,17,470.31,468.74,145.47
51,69,23,16,527.68,517.00,143.27
53,22,23,20,1344.05,1344.05,476.14
57,57,23,18,434.00,294.00,10.21
58,28,23,13,465.96,458.69,141.83
60,56,23,21,695.13,623.02,146.69
64,32,23,17,843.93,820.33,301.19
65,32,23,10,917.70,883.84,308.66
75,46,23,14,664.44,663.94,241.18
75,68,23,15,681.41,680.41,213.56
-1,17,22,18,2693.02,2649.52,146.84
2,41,22,15,1055.33,1043.39,367.25
8,9,22,21,878.04,808.98,299.25
9,3,22,11,674.25,674.25,229.35
12,59,22,1,884.50,884.50,348.17
13,12,22,20,191.79,188.82,34.69
15,2,22,12,513.50,513.50,151.05
15,10,22,21,285.21,266.28,80.02
16,34,22,13,649.03,647.89,233.14
19,3,22,20,535.65,529.75,157.18
19,6,22,20,455.76,437.99,128.32
23,24,22,20,279.13,266.12,52.89
25,23,22,21,263.06,257.87,66.43
25,68,22,19,831.34,831.34,312.69
27,6,22,21,649.69,633.35,206.54
27,46,22,17,1063.89,1063.89,343.55
30,52,22,17,1160.72,1160.72,449.74
31,22,22,20,579.28,515.70,152.94
34,41,22,20,2400.79,2382.10,109.84
34,68,22,18,407.91,407.41,126.12
35,2,22,14,794.15,777.00,294.87
37,69,22,18,405.23,404.73,86.01
38,4,22,17,825.99,818.24,249.83
38,56,22,18,682.78,658.61,246.34
39,75,22,18,662.32,662.25,249.31
40,33,22,20,462.57,460.57,114.78
40,36,22,15,375.81,374.61,105.44
41,70,22,13,611.95,599.30,207.14
42,67,22,20,326.99,321.48,80.15
42,71,22,20,379.47,375.33,110.79
43,16,22,19,1303.80,1303.80,376.33
44,70,22,20,391.85,390.85,123.79
46,49,22,18,479.68,478.18,142.11
47,44,22,16,320.00,317.00,35.0
48,35,22,20,619.49,613.74,222.19
49,36,22,20,671.17,671.17,247.66
51,39,22,12,629.50,629.50,223.09
56,15,22,21,1313.40,1080.36,414.99
59,38,22,6,455.50,455.50,160.34
66,25,22,8,799.54,798.04,276.85
67,41,22,20,412.67,409.67,125.08
67,43,22,19,448.49,447.49,143.28
69,3,22,18,911.75,910.35,336.71
70,8,22,19,916.09,871.27,305.1
72,69,22,19,499.64,498.07,154.18
76,68,22,20,1562.97,1522.47,530.15
77,68,22,16,1067.37,1066.87,391.74
2,21,21,18,476.61,471.61,136.45
3,68,21,20,910.32,905.82,293.68
21,77,21,21,435.81,401.71,121.97
22,15,21,14,280.31,266.42,80.59
22,39,21,16,613.75,613.75,230.5
25,6,21,18,642.80,632.73,239.92
25,42,21,14,1085.68,1085.18,343.13
27,25,21,20,371.97,367.46,77.53
27,77,21,15,701.72,700.72,265.43
28,57,21,18,554.15,520.94,171.33
30,77,21,11,855.29,767.00,292.93
31,30,21,20,285.13,274.03,64.72
35,23,21,15,496.25,496.25,160.09
38,72,21,19,630.96,625.96,221.81
39,22,21,12,732.23,723.77,227.76
40,44,21,21,303.52,300.02,85.81
40,46,21,20,378.69,374.51,110.97
40,50,21,13,553.82,551.75,194.81
42,59,21,7,546.99,545.49,187.79
43,15,21,18,1354.41,1354.41,426.65
43,72,21,19,562.18,551.38,173.82
44,30,21,15,738.70,738.70,277.06
44,31,21,10,631.86,631.86,229.18
44,66,21,19,462.57,461.57,141.79
48,45,21,19,287.53,282.53,54.33
48,67,21,15,522.68,516.31,159.35
51,36,21,9,647.50,647.50,242.3
51,41,21,18,549.95,543.75,192.45
52,28,21,19,1042.57,1042.57,332.5
55,75,21,9,631.25,631.25,247.28
59,39,21,19,382.32,380.32,126.07
61,44,21,20,439.02,438.43,142.71
62,62,21,17,406.97,327.00,16.72
67,53,21,12,638.80,632.25,237.74
69,59,21,8,548.00,548.00,201.47
69,61,21,19,427.59,426.59,132.28
70,34,21,14,695.09,694.09,222.69
71,1,21,18,1044.73,1044.73,436.76
73,68,21,19,362.54,362.54,102.76
73,76,21,13,1665.78,1665.78,652.84
76,29,21,21,1313.49,1103.34,435.32
76,40,21,21,1499.90,1301.04,529.64
77,12,21,20,393.67,370.21,101.13
77,44,21,18,1087.34,1087.34,399.0
2,34,20,9,751.37,751.37,265.81
5,14,20,13,260.75,243.11,60.44
6,20,20,14,381.87,369.75,108.09
10,7,20,14,724.83,632.88,204.48
11,16,20,15,254.00,228.61,56.41
15,1,20,13,546.45,544.95,181.78
16,23,20,13,330.15,322.19,66.72
16,38,20,13,637.00,637.00,244.17
17,4,20,18,429.75,429.75,138.09
19,15,20,17,182.86,177.36,30.91
22,14,20,20,348.01,305.42,85.2
24,11,20,17,610.20,577.81,183.93
24,71,20,17,760.07,759.33,286.97
27,7,20,18,454.79,446.98,134.36
28,17,20,19,752.61,719.45,255.58
28,63,20,19,557.07,545.97,137.93
28,72,20,17,895.14,861.41,295.44
29,49,20,18,930.43,930.43,316.35
33,10,20,17,923.17,829.92,278.49
33,70,20,12,662.95,661.25,242.96
35,37,20,17,289.99,288.49,74.03
35,45,20,17,521.55,520.55,167.26
35,76,20,18,1075.78,1000.54,376.54
36,45,20,10,448.03,447.25,153.37
36,48,20,11,460.00,459.00,151.05
37,6,20,12,591.75,591.75,222.59
39,7,20,17,645.46,622.71,200.41
40,7,20,15,3402.60,3402.60,172.49
40,71,20,20,355.45,353.88,106.95
41,50,20,16,564.55,563.55,197.2
42,54,20,10,602.58,601.58,224.76
44,37,20,17,564.00,564.00,128.45
50,36,20,11,614.52,609.25,231.92
51,3,20,16,1136.26,1136.26,364.17
51,43,20,16,335.61,334.11,93.45
52,-1,20,15,662.02,650.01,220.04
52,30,20,15,1055.20,1055.20,403.31
52,33,20,11,713.59,702.19,251.07
53,23,20,16,1108.77,1108.77,400.75
58,32,20,15,462.42,458.85,146.96
68,24,20,16,604.35,603.85,217.66
69,6,20,18,842.80,836.58,292.85
71,25,20,17,981.11,981.11,376.28
72,35,20,16,625.55,619.25,229.04
72,41,20,17,586.84,586.84,209.99
75,27,20,15,900.15,900.15,369.14
75,49,20,20,334.01,331.51,77.36
76,53,20,15,1968.26,1822.51,717.32
76,67,20,16,1384.02,1364.52,519.47
77,71,20,18,1003.07,1003.07,415.32
-1,58,19,18,620.52,620.02,169.05
6,12,19,18,516.16,479.68,170.04
7,13,19,14,514.63,500.75,165.0
7,27,19,18,477.13,474.13,147.78
8,54,19,16,997.39,997.39,386.6
9,22,19,9,582.50,581.50,211.59
10,1,19,18,671.01,631.50,144.73
14,49,19,17,1190.85,1190.85,378.38
15,7,19,13,483.01,465.06,144.23
17,6,19,17,512.73,490.86,163.23
17,15,19,12,161.50,152.50,16.96
19,14,19,3,387.75,386.75,77.68
19,50,19,11,1271.76,1271.76,471.56
22,19,19,19,324.71,315.49,78.48
22,41,19,17,598.93,590.72,220.94
23,22,19,19,260.19,252.23,51.27
23,27,19,19,326.47,325.97,24.42
23,38,19,16,522.75,522.75,191.16
24,42,19,17,601.30,590.97,221.85
25,26,19,14,310.09,287.09,53.47
25,49,19,18,1104.47,1104.47,378.49
31,7,19,17,522.31,471.62,111.83
31,41,19,19,452.67,431.53,138.69
35,21,19,14,552.80,552.30,205.67
36,6,19,17,522.82,521.75,177.73
36,40,19,19,1842.65,1838.58,65.74
36,69,19,16,485.29,480.22,124.68
36,76,19,15,1295.35,1280.35,429.86
37,61,19,15,341.01,341.01,50.11
38,34,19,19,220.91,219.91,51.22
38,76,19,17,1387.92,1301.33,507.07
39,24,19,14,519.86,489.80,159.45
41,2,19,17,941.42,932.75,319.89
41,72,19,16,631.27,627.52,174.77
42,56,19,16,687.06,633.16,208.26
44,6,19,19,879.28,879.28,314.75
44,34,19,18,494.89,494.39,165.55
44,45,19,17,178.59,175.59,34.99
46,25,19,18,1030.36,1030.36,344.69
49,31,19,16,609.02,602.67,220.51
51,44,19,19,455.43,454.43,134.46
51,67,19,6,472.50,472.50,173.58
52,36,19,9,559.96,554.31,194.44
53,76,19,16,1716.48,1716.48,654.85
54,41,19,15,636.00,633.50,231.98
54,54,19,14,413.07,412.07,31.33
56,19,19,19,816.61,653.00,213.03
57,42,19,7,597.82,579.97,225.4
58,43,19,2,581.50,581.50,229.59
60,-1,19,18,721.02,710.08,250.75
61,10,19,1,839.50,839.50,343.1
62,32,19,17,644.97,586.29,198.81
67,33,19,15,566.24,565.17,187.75
67,51,19,9,514.07,514.00,188.31
68,22,19,14,582.70,582.70,223.3
68,30,19,8,558.10,558.10,196.01
68,42,19,19,200.48,198.48,49.91
68,67,19,17,265.12,260.12,65.33
69,73,19,14,325.34,324.84,96.48
70,39,19,14,604.43,599.86,210.36
70,53,19,6,536.75,536.75,190.01
71,15,19,11,1093.07,1093.07,381.77
71,24,19,17,774.69,773.53,240.5
72,49,19,17,275.19,274.12,74.55
73,49,19,15,231.11,228.23,52.5
74,43,19,8,596.25,596.25,220.33
75,39,19,16,588.36,587.86,213.98
75,40,19,17,547.56,546.56,196.59
76,26,19,19,1079.90,953.33,377.3
-1,59,18,14,354.19,349.62,62.71
1,66,18,14,953.67,953.17,397.52
6,60,18,16,587.35,561.28,172.73
7,49,18,16,844.73,844.73,307.35
10,4,18,15,482.10,425.25,137.24
14,21,18,17,239.73,223.59,51.23
14,34,18,10,597.37,597.37,199.84
15,24,18,15,505.63,485.89,113.07
16,30,18,5,600.69,593.26,230.87
16,39,18,6,625.75,625.75,243.86
17,8,18,17,596.81,571.25,203.3
17,28,18,14,4705.82,4700.32,170.08
20,8,18,14,444.25,439.56,117.18
21,14,18,17,350.69,335.95,45.66
21,39,18,14,642.61,641.61,236.48
22,10,18,18,515.81,486.02,153.53
22,35,18,17,506.21,486.83,174.29
23,32,18,18,448.52,438.04,127.97
24,46,18,13,715.69,707.75,276.25
25,34,18,14,730.52,730.52,182.17
29,25,18,16,313.44,308.94,80.68
31,34,18,17,248.27,235.81,46.15
31,35,18,16,267.51,261.94,57.19
32,72,18,18,742.68,684.40,259.77
33,11,18,14,779.11,753.10,231.84
33,30,18,18,362.36,358.86,96.83
34,7,18,14,472.98,453.18,138.41
34,51,18,13,554.84,554.75,213.56
34,61,18,17,208.57,204.57,55.25
36,46,18,17,423.32,421.32,139.32
37,75,18,12,652.33,646.39,196.23
39,67,18,13,389.36,384.36,111.79
40,54,18,6,559.07,556.00,214.97
40,68,18,17,213.25,208.75,47.55
40,69,18,17,330.25,325.25,97.14
41,59,18,7,447.86,440.54,151.51
42,68,18,17,237.34,234.34,58.86
43,54,18,12,541.29,541.29,195.47
45,35,18,16,467.82,454.25,161.34
48,41,18,15,342.92,333.83,93.15
49,53,18,18,286.81,284.31,67.75
51,30,18,14,826.74,826.74,316.31
53,39,18,16,589.81,588.81,224.3
54,43,18,13,529.34,528.30,189.75
56,13,18,17,1133.92,949.75,357.1
57,69,18,9,539.04,538.04,202.76
60,34,18,11,170.10,165.38,32.74
68,51,18,8,464.00,464.00,166.88
69,34,18,17,448.89,445.00,132.06
75,45,18,7,508.25,508.25,189.1
76,62,18,18,1568.89,1318.50,538.72
76,65,18,18,1578.69,1322.25,540.97
77,23,18,18,543.79,534.78,172.6
77,73,18,14,941.62,941.62,390.38
1,42,17,15,982.72,968.47,307.8
1,56,17,16,1096.07,935.57,373.2
2,19,17,16,474.88,462.88,140.32
4,35,17,17,573.95,572.45,211.36
7,30,17,12,839.96,832.88,181.73
12,34,17,10,556.80,550.50,218.26
14,19,17,3,275.50,275.50,70.93
14,22,17,17,339.37,297.96,67.1
15,14,17,9,369.00,369.00,96.87
16,13,17,10,204.50,194.40,40.84
18,18,17,14,418.87,249.32,16.58
18,28,17,7,551.21,551.21,182.31
21,35,17,10,504.75,504.75,178.12
22,25,17,16,395.23,391.73,116.05
22,38,17,15,511.00,500.11,182.84
22,44,17,15,738.97,738.93,240.86
25,7,17,17,503.39,489.11,157.57
25,36,17,13,540.83,540.83,206.19
25,39,17,16,700.34,700.34,234.76
25,51,17,11,1127.01,1127.01,407.89
25,77,17,14,606.62,606.55,231.96
26,6,17,16,530.73,529.03,189.54
27,71,17,14,724.18,724.18,277.1
29,41,17,13,584.15,575.53,194.27
30,43,17,13,632.99,632.99,221.62
31,49,17,13,584.09,584.09,211.6
33,26,17,16,333.60,332.60,113.89
34,76,17,17,1129.52,1023.33,321.46
36,37,17,17,193.75,190.75,49.66
39,48,17,15,369.73,362.73,119.15
39,70,17,14,507.30,506.80,165.71
40,53,17,13,476.50,474.50,170.99
42,50,17,17,428.55,426.85,130.18
42,72,17,14,435.71,429.71,140.65
43,14,17,15,1034.81,1034.81,327.75
43,56,17,11,613.23,607.24,250.14
43,66,17,15,391.41,386.41,121.5
44,27,17,16,693.55,693.55,222.27
44,54,17,12,424.09,423.09,155.61
46,4,17,13,978.01,978.01,312.26
46,68,17,14,412.87,400.12,125.9
49,67,17,10,460.64,459.14,148.86
49,73,17,16,143.12,142.62,24.17
49,75,17,16,252.81,252.81,64.15
51,37,17,12,543.59,543.59,174.83
52,38,17,11,549.50,549.50,204.89
52,69,17,11,474.86,474.86,144.95
53,71,17,14,398.88,397.61,138.38
55,55,17,12,361.75,357.30,9.33
56,10,17,16,1466.60,1274.50,520.8
56,46,17,17,920.35,767.50,297.73
61,69,17,14,339.24,338.47,96.36
64,-1,17,17,663.76,591.05,164.45
65,1,17,10,960.06,960.06,391.26
66,43,17,15,390.56,382.23,119.8
67,50,17,8,503.55,503.55,153.54
67,68,17,16,257.73,254.23,55.93
68,39,17,17,330.60,329.10,103.12
69,51,17,16,344.22,333.42,95.38
70,25,17,5,487.72,487.72,167.68
71,42,17,15,334.52,327.48,98.42
72,28,17,12,658.49,603.55,242.29
72,44,17,16,313.00,312.00,97.26
73,72,17,14,203.89,189.51,24.81
75,37,17,16,610.26,610.19,195.29
-1,19,16,15,468.94,462.44,117.51
-1,30,16,14,673.24,625.02,217.22
1,10,16,15,424.29,414.47,136.66
1,71,16,11,853.53,853.53,343.92
2,39,16,14,705.51,696.44,246.73
3,26,16,15,595.92,593.42,187.77
5,10,16,15,461.31,433.33,138.8
6,26,16,14,488.96,487.96,173.18
7,40,16,14,481.64,479.64,159.82
8,52,16,13,760.16,752.76,264.09
8,63,16,15,628.23,562.47,168.41
12,10,16,14,229.74,203.77,38.57
17,43,16,9,1082.97,1082.97,354.02
17,76,16,14,374.30,327.28,109.32
22,13,16,16,391.17,386.67,114.86
23,69,16,13,634.13,634.13,212.85
24,66,16,16,601.22,586.72,191.71
29,3,16,14,536.74,535.74,192.0
31,76,16,16,965.79,880.54,275.58
32,52,16,12,756.24,618.83,239.8
32,57,16,16,479.42,430.49,147.63
33,14,16,14,515.89,513.89,179.61
33,21,16,16,447.72,419.69,140.72
34,6,16,11,486.93,446.91,151.58
34,43,16,14,435.39,434.89,131.3
34,56,16,15,541.82,496.30,141.5
